fragmento_id,categoria_norm,tipo_utilidad,confiabilidad,calidad_texto,dominio,titulo_pagina,contenido,url
GC-0119,umbral_economico,accion_y_diagnostico,media-baja,100,repositorio.uleam.edu.ec,Documento PDF,"Re El presenta trabajo de investigación se provincia de Manabí, con el objetivo d (Spodoptera frugiperda) en las diferent mays L.) bajo tres fechas de siembra. poco inclinado con un área total de 66 constan cada uno de tres parcelas con m2. Se contabilizó la etapa fenológic ataque (incidencia) de Spodoptera fru los 4 meses de edad. En los resultados de la etapa fenoló ataque de aves, en el segundo bloque de evaluación, se observó que las plan hojas respectivamente y en el tercer bl en la primera semana de evaluación y evaluación. Respecto al nivel de dañ segundo bloque se observó que las gusano, en la segunda semana de ev ataque y desde la tercera hasta la oct disminuyó y en el tercer bloque en la un pequeño porcentaje de daño y desd ya no presentaban nuevos daños. men alizó en la comuna El Cerro, cantón Junín, valuar la incidencia del gusano cogollero etapas fenológicas del cultivo de maíz (Z. experimento se realizó en un terreno un 9 m2, dividido en tres bloques los cuales dos de 6.25 m y 6.30 m y área de 39.38 número de hojas, nivel de daño, tasa de erda durante 2 meses y el rendimiento a a, se perdió el primer bloque debido al esde la primera hasta la octava semana presentaban de 1 a 2 hojas y de 12 a 14 ue las plantas presentaban de 2 a 3 hojas e 12 a 14 hojas en la octava semana de n la primera semana de evaluación del ntas no presentaban ningún ataque del ación se registró el mayor porcentaje de a semana de evaluación el nivel de daño mera semana de evaluación se presentó segunda semana en adelante las plantas i",https://repositorio.uleam.edu.ec/bitstream/123456789/1448/1/ULEAM-AGRO-0032.pdf
GC-0120,umbral_economico,accion_y_diagnostico,alta,100,scielo.org.co,Economic injury level and action thresholds for Spodoptera frugiperda (J.E. Smith) (Lepidoptera: Noctuidae) in maize crops,"Spodoptera frugiperda (J.E. Smith) es el insecto plaga que produce las mayores pérdidas en la producción de maíz en el trópico y neotrópico. Su control en Colombia comprende cerca del 10% de los costos de producción. El objetivo de este estudio fue determinar el nivel de daño económico (NDE) y definir umbrales de acción (UA) en los híbridos 30F35R y 30F35HR (con proteína Cry1F) en Espinal, Tolima, Colombia, para este insecto plaga. En dos ciclos de siembra, se estableció un diseño completamente al azar para cada híbrido, para medir la respuesta del rendimiento de maíz a cuatro niveles poblacionales del insecto (un control sin aplicación de insecticida, y aplicaciones a poblaciones de 2, 5 y 10 larvas por 10 plantas). Para 30F35R, se encontró una relación inversa entre los niveles de infestación y los rendimientos en los dos ciclos, mientras que para 30F35HR, sólo se encontró en el primero. Los NDE calculados en 30F35R fueron 2,6 y 1,9 larvas promedio por 10 plantas en el primer y segundo ciclo, respectivamente, y 2,8 en 30F35HR en el primer ciclo. Se determinaron dos UA, uno en el período de 0-20 días después de emergencia (DDE), y otro de 20-40 DDE. El umbral en 30F35R de 0-20 DDE, fue de 1,8 larvas promedio por 10 plantas en ambos ciclos, mientras que de 20-40 DDE fue de 2,0 y 1,7 en el primer y segundo ciclo, respectivamente. En 30F35HR los umbrales fueron de 2,1 y 2,5 larvas promedio por 10 plantas para ambos períodos del primer ciclo, respectivamente. Estos resultados pueden ser considerados como una herramienta dentro de un manejo integrado que además incluya estrategias de control biológico y culturales.",http://scielo.org.co/scielo.php?script=sci_arttext&pid=S0304-28472020000109065
GC-0121,umbral_economico,accion_y_diagnostico,media-baja,100,repositorio.uteq.edu.ec,Documento PDF,"El nivel del umbral no es utilizado existe la preocupación de que el uso inad desarrollo de resistencia a los agroquímico tanto humana como del ambiente. (18) La mezcla seca de arena junto con t a los verticilos mediante una botella de plá por los pequeños productores de Etiopía y K a reducir la cantidad de insecticida usado ha El resultado de estudios donde se e contra huevos y larvas de Spodoptera frugip de huevos de 31.3 y 31.5 % correspondien en la etapa inicial del cultivo. (21) Insecticidas y dosis aplicadas al follaje p frugiperda) y barrenador del tallo en maíz Insecticidas Permetrina 50% CE Decametrina 2.5% CE Metomyl 90% PS Triazophos 40%CE Chlorpyrifos 44 ,7% CE Monocrotophos 40% CE Chlorthiofos 50% CE *P.C=Producto Comercial 2.2.7. Manipulación y Utilización Dado que el uso de pesticidas e agroquímicos y también la más peligrosa ra determinar la necesidad de agroquímicos, ado del control químico podría provocar un daños a los cultivos y peligros hacia la salud orfón, en forma de gránulos o polvo, aplicada o se considera eficaz y ampliamente utilizada ia, y la mezcla de clorpirifos con aserrín ayuda un 20%, sin llegar al umbral económico. (19) uaron los productos (azadiractina y spinosad) da, se mostró un efecto ovicida con mortandad mente; lo cual indica que estos se podrían usar controlar el gusano cogollero (Spodoptera ) Dosis *P.C./ ha 150 – 200cc 200 – 300cc 200 – 250gr 750 – 1.000 cc 500 – 750 cc 1.000 – 1.500 cc 1.000 – 1.500 cc os Agroquímicos una parte importante del uso de productos deben tomar precauciones antes, durante y 19",https://repositorio.uteq.edu.ec/server/api/core/bitstreams/47321e94-b9b1-4ab5-ad26-508bc3f9a6e9/content
GC-0122,umbral_economico,accion_y_diagnostico,media-baja,100,biblioteca.usac.edu.gt,Documento PDF,"FIGURA Proceso de identificación y di Gráfico de qq-plot (izquierda) la variable densidad larval. Gráfico de residuos versus va densidad larval. Gráfico de qq-plot (izquierda) la variable porcentaje de daño frugiperda. Gráfico de residuos versus va porcentaje de daño nuevo po frugiperda. Perfiles de los promedios del rotación aplicado. Distribución de los residuos u (A). Gráfico de los residuales porcentaje de daño nuevo po Comportamiento de la poblac relación con el número de lec insecticida. Comportamiento de la poblac los 33 días lapso de la investi Agrupación de medias según durante los 38 días críticos de en función del plan de rotació Agrupación de medias según durante los 38 días críticos de de larvas en todas las plantas Contraste del porcentaje med programas de aplicación de in V PÁGINA enciación del daño del gusano cogollero. 54 gráfico de densidad observada (derecha) para 59 es predichos por el modelo de la variable 61 gráfico de densidad observada (derecha) para uevo ocasionado por larvas de Spodoptera 66 es predichos por el modelo de la variable anta ocasionado por larvas de Spodoptera 68 ño nuevo por planta, según el plan de 70 zando el modelo 11, qq-plot de los residuales rsus los valores predichos de la variable anta (B). 73 de larvas de Spodoptera frugiperda en a y en función del programa de rotación de 76 de larvas de Spodoptera frugiperda, durante ción. 78 prueba Scott & Knott, de la densidad larval ultivo, incluyendo las poblaciones iniciales, e insecticida aplicado. 81 prueba Scott & Knott, de la densidad larval ultivo, iniciando con poblaciones homogéneas 82 de daño foliar nuevo entre el testigo y los cticidas",http://biblioteca.usac.edu.gt/tesis/01/01_3355.pdf
GC-0123,umbral_economico,accion_y_diagnostico,alta,100,scielo.org.mx,Fluctuación poblacional y daños causados por gusano cogollero (Spodoptera frugiperda JE Smith) en maíz cultivado en el sistema de producción continua afectado por el huracán isidoro,"El gusano cogollero Spodoptera frugiperda J. Smith, es una plaga polífaga que causa pérdidas económicas considerables en varios cultivos importantes como maíz, sorgo, arroz, algodón, alfalfa, pastos, entre otros (Sparks AN 1986. Florida Entomologist. Su hospedante preferencial es el maíz, al que ataca en todas las etapas de crecimiento de la planta, dichos daños pueden provocar la destrucción completa de la planta (Wiseman BR, Davis FM,Williams WP, Widstrom NW 1996. Florida Entomologist.79 (3): 329–336; Pacheco–Covarruvias JJ 1993 Monitoring insecticide resistance in Spodoptera frugiperda populations from the Yaqui Valley, Son., Mexico. Resistant Pest Management Newsletter. El uso de trampas con feromonas para la captura de machos de Spodoptera frugiperda es una herramienta efectiva que no solo permite dar seguimiento a la evolución temporal de las poblaciones del adulto, sino también para estimar hasta con una semana de anticipación, la subsecuente abundancia de larvas y prevenir los daños que pueda causar (Silvan JF 1986. En México el monitoreo de esta plaga como método de estudio se inició desde el año 1989, y en años recientes se ha realizado en regiones productoras de maíz como Chiapas y Michoacán (Gutiérrez–Martínez A, Llanderal–Cazares C, Zárate de Lara G, Alatorre R 1989. 76: 167174; Malo EA, Bahena F, Miranda MA, Valle–Mora J 2004. 87(3): 288–293; Rojas JC, Virgen A, Malo EA 2004. No se registran antecedentes para Yucatán, razón por la cual se realizó el presente estudio con la finalidad de determinar la fluctuación poblacional de Spodoptera frugiperda y evaluar el porcentaje de daño foliar en el cultivo de maíz establecido bajo el método del sistema de producción continua.",https://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-29792009000300009
GC-0124,umbral_economico,accion_y_diagnostico,media-baja,100,repository.cimmyt.org,Documento PDF,"Comentarios sob el control de pla La magnitud de las pobla ambiente donde se cultiva varios factores: las variac estacionales del clima; las cantidad y calidad del alim competencia inter e intrae causadas por virus. bacte abundancia de las poblac depredadores y parásitos. Los insectos se convierte número o el daño que oc han sobrepasado el nivel económico, punto en el q amenazar el retorno sobre agricultor. En un moment económico debe ser más ambiente donde el tipo de prácticas de cultivo son s umbral no es siempre igu plaga, sino que varía segú Dentro de un mismo amb modificarse conforme los variedades que siembran que utilizan, conforme los o insumos suben o bajan poblaciones de depredado umbral también varía de circunstancias socioeconó productores, pues las circ productores de autoconsu las de los agricultores qu comercializado. Es importante estar cons en el umbral económico e utilidad al planear las med plagas. En particular es p s es de insectos en un maíz depende de s cíclicas y ácticas de cultivo; la o de los insectos; la cífica; enfermedades y hongos, y la s de insectos plagas cuando su nan, o ambas cosas. ocido como umbral omienzan a inversión del do, el umbral enos uniforme en un plotación y las ares. el ara una determinada ambiente de cultivo. e, el umbral puede cultores cambian las s prácticas de cultivo ecios de los productos onforme fluctúan las y parásitos. El rdo con las as de los tancias de los difieren mucho de alizan un cultivo e de las variaciones sta de su gran s del control de so estar alerta a las 99",https://repository.cimmyt.org/server/api/core/bitstreams/613fe3ea-f325-4718-aa45-e2d9041296ef/content
GC-0125,umbral_economico,accion_y_diagnostico,media-baja,100,gob.mx,Documento PDF,"pulgones basado en una ( ). Sin embargo, el es menos preciso (80 %) por el INIFAP (98 %), basa colonia (cm2) con la ayuda El método consiste en estim de la colonia del pulgón en c equivalente al promedio de del método de la regla par amarillo reduce el tiempo d 90 % e incrementa un 18 método de Bowling et al. (2 en las decisiones de aplicar plaga (Rodríguez-del-Bosq Una vez que se estim dos hojas de 25 plantas, se del número de pulgones/ umbral económico de 5 siguiente), es necesario pérdidas en el rendimient umbral económico, se debe después y así sucesivamen Umbral Económico Un prerrequisito para la determinación del umbra daño o densidad en la que de control para evitar pérdi umbral económico del PA desarrollados en el norte d ala visual de seis categorías todo de Bowling et al. (2015) e el propuesto recientemente en la medición del área de la una regla de 30 cm ( ). r la superficie (largo x ancho) a hoja y multiplicarlo por 133, ulgones por cada cm2. El uso stimar la densidad del pulgón muestreo de la plaga hasta en la precisión con respecto al 5), lo que minimiza los errores no aplicar insecticida contra la y Terán 2018). el número de pulgones en las btiene el promedio (50 hojas) a. Si el promedio rebasa el pulgones/hoja (ver sección licar insecticida para evitar Si el promedio no rebasa el muestrear el cultivo cinco días manejo integrado es conómico, es decir el nivel de necesario iniciar las acciones s económicas (Stern 1973). El ue determinado en estudios Tamaulipas durante los ciclos ina 3",https://www.gob.mx/cms/uploads/attachment/file/394239/Manejo_integrado_del_pulg_n_amarillo_del_sorgo_en_Tamaulipas.pdf
GC-0126,umbral_economico,accion_y_diagnostico,media-baja,100,biblioteca.usac.edu.gt,Documento PDF,"En base a los resultados obtenidos del porcentaje de daño nuevo ( ocasionado por el gusano cogollero an después de la siembra) fue homogéneo siguientes muestreos el daño ocasionad 0.05). En efecto se visualiza en la , qu daño ocasionado no presenta una dife siguientes se evidencia claramente, qu aplicaciones de Flubendiamide combina plantas que únicamente recibieron aplic 35.00 o 30.00 v e u n 25.00 o ñ a 20.00 d e d 15.00 e j a t n 10.00 e c r o 5.00 P 0.00 18 22 26 30 Días después de la Comportamiento del daño foli (J.E. Smith), desde los 18 días a los 40 125 álisis de varianza para los datos de la variable A), se determinó que el porcentaje de daño s y después de la primera aplicación (18 días todas las plantas (p > 0.05), sin embargo, en los or el gusano se defendió significativamente (p < a los 18 días y 22 días después de la siembra el ciación alta, por el contrario, en los muestreos el daño foliar en las plantas tratadas con las con adyuvantes es inferior al daño foliar en las ón de Flubendiamide. 1 Testigo absoluto 2 Flubendiamide (BELT® 48 SC) 3 Flubendiamide (BELT® 48 SC) + IMBIREX® CR 4 Flubendiamide (BELT® 48 SC) + WETAGRO® 5 Flubendiamide (BELT® 48 SC) + DISAWET® 6 Flubendiamide (BELT® 48 SC) + SURFACID® 7 Flubendiamide (BELT® 48 SC) + INEX® A 8 TAKUMI® 20 WG + IMBIREX CR 33 40 9 Flubendiamide (BELT® 48 SC) + IMBIREX® CR embra ocasionado por larvas de Spodoptera frugiperda s después de la siembra.",http://biblioteca.usac.edu.gt/tesis/01/01_3355.pdf
GC-0127,umbral_economico,accion_y_diagnostico,media-baja,100,biblioteca.usac.edu.gt,Documento PDF,"Por la agenda del Departamento de importancia que toma el daño del gusan la molécula Flubendiamide (BELT® 48 Masagua. Los resultados obtenidos f modelo de parcelas divididas en el tiemp porcentaje de daño nuevo se analizó obtenidos indican que el mejor momen molécula Flubendiamide (BELT® 48 SC el cultivo se encuentra entre la etapa V3 Fue necesario determinar si la molécula aplicaciones de control insecticida, pote adyuvante. Para lo cual, se realizo el e de efecto adyuvante más vendidas por que Flubendiamide (BELT® 48 SC) au gusano cogollero cuando es utilizado en Se determinó que el daño foliar en el m gusano cogollero. Se dictaminó, en bas molécula Flubendiamide (BELT® 48 SC del cultivo, siempre y cuando se aplique XIII esarrollo Agronómico de Bayer S.A. y por la ogollero en la zona, se decidió validar en campo SC) en el cultivo de maíz en el municipio de on analizados estadísticamente, utilizando el para la variable densidad larval y para la variable or medio de modelos mixtos. Los resultados para aplicar el control insecticida utilizando la es a los 18 días después de la siembra, cuando V4. ubendiamide (BELT® 48 SC) al ser utilizada en aliza su efecto cuando es mezclada con algún dio en el mismo cultivo utilizando las moléculas casas agroquímicas. Los resultados confirman nta su efecto control sobre las poblaciones del ezcla con adyuvantes. está en función de la densidad poblacional del estado foliar después de las aplicaciones de la ue, esta no pose efecto fitotoxico sobre el follaje a dosis comercial de 0.15 l/ha.",http://biblioteca.usac.edu.gt/tesis/01/01_3355.pdf
GC-0128,umbral_economico,accion_y_diagnostico,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"LIT Achakzai, A., Achakzai, P., Masood, of plant parts and age on the d found in Quetta. Bot., 4 Aldana, L., Salina, D., Valdés, M., (2012). Biological activity o Spodoptera frugiperda (J. Producción masi de campo. Seminario sobre a del maíz Spodoptera frugipe Lisandro Alvarado. (Barquisim Bahena, J. Parasitismo e frugiperda (J. Smith) (Lep Memoria: XXXIII Congreso Michoacán, México, 204-209. Banda, T., Enkerlin, S., De Alba, F. y Heliothis zea (Boddie) y dete matemática y muestreo secu en maíz criollo. Fitófilo, 85,10 Brechelt, A. Manejo Ecológ Agricultura y Medio Ambiente en http:// Carpinella, M., Defago, M., Vallada insecticide properties of a lim potential use for pest man Chemistry, 51(2), 369-374. Carrillo, R., Vásquez, O., Ríos D. vegetales para el control d lycopersicum L.) en Oaxaca Agricultura y Alimentación Ec ATURA CITADA Kayani, S. Response ribution of secondary metabolites on plants (5), 2129–2135. utiérrez, M., Rodríguez, E. dose extracts of Tagetes erecta L. Southwestern Entomologist, 37, 31-38. y algunas experiencias nativas para el control del gusano cogollero a (Smith). Universidad Centro Occidental o). gusano cogollero del maíz Spodoptera ptera: Noctuidae) en el centro de México. acional de Control Biológico. Importancia económica de nación del umbral económico, distribución cial de Spodoptera frugiperda [J. o de Plagas y Enfermedades. República Dominicana. Disponible s_files/Manejo_Ecológico_ de_Plagas. (2003).Antifeedant and oid from Melia azedarach (Meliaceae) with ement Journal of Agricultural and Food erez, S., y Villegas A. Extractos plagas del follaje del tomate (Solanum México. VIII Congreso científico de SEAE. Bullas, Murcia, España",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/ff63bcad-5d61-4d60-99e9-1fca14a431e0/content
GC-0129,umbral_economico,accionable,media-baja,100,bdigital.zamorano.edu,Documento PDF,"implementado el controL Di valor monetario que iguala control, si esto se hace cua plaga alcanza el NDE (Hrusk El nivel crítico es densidad poblacional de la iniciar la acción de contr sobrepase el NDE en el futuro entre la estimación de la control de la plaga. Ent densidad menor de la plaga q control actúe (Hruska y Ro siempre que se toman decisi nivel crítico, se están toma nivel de daño económico y el stern et aL (1959) ci concluyó que el nivel críti muestreo y la decisión de q antes de la implementación d El nivel crítico es def es aquella densidad poblac económico iniciar actividade plagas, ya que los costos de rendimiento rescatado. Debaj aplicar ya que se gasta m 25- o ""rendimiento salvado"" tiene un al costo de implementación del o la densidad poblacional de la y Rosset, 1987). eneralmente definido corno la plaga donde el productor debe para evitar que la población Esto supone que hay un retraso ensidad (el ""monitoreo"") y el ces el NC se encuentra a una el NDE, para que el método de et, 1987). Cabe aclarar que nes de control con base en un o en cuenta ambos criterios: el ivel crítico. do por Onstad (1987), también debía de existir, ya que el hacer, ocurren cierto tiempo control. do en un sentido más práctico, nal en la cual tiene sentido para suprimir la población de ombate son iguales al valor del de este nivel, es antieconómico s de lo que se recupera en",https://bdigital.zamorano.edu/server/api/core/bitstreams/38798ee1-473d-4756-a756-ecc1212095b9/content
GC-0130,umbral_economico,accion_y_diagnostico,media-baja,100,gob.mx,Documento PDF,"Además de las pérdid grano, el PAS también pro del sorgo como forraje (Bal de preferencia en el norte los ovinos (Pelibuey), (Beefmaster) redujeron ha follaje de sorgo dañado p follaje sano ( ) (Rodr MANEJO INTEGRADO Muestreo El muestreo del p indispensable para estimar para evitar que la plaga re sección siguiente) y provo del cultivo. Se recomienda cultivo para detectar particularmente al final de bota e inicio de la floración, la llegada de la plaga e Durante estas etapas crític cultivo cada cinco días. muestrear 25 plantas al a envés de la 3a y 6a hojas d el muestreo será en 50 hoj El conteo de cada uno tardado, particularmente abundantes. Bowling et al propusieron un método pa en calidad y rendimiento del ca pérdidas en peso y calidad i y Ligappa 2012). En pruebas Tamaulipas, se observó que aprinos (Boer) y bovinos a en un 80 % el consumo de el PAS en comparación con ez-del-Bosque et al. ón amarillo del sorgo es u densidad y realizar acciones se el umbral económico (ver e pérdidas en el rendimiento speccionar periódicamente el presencia de la plaga, a etapa vegetativa (V8-V10), ando por lo general se detecta cian a colonizar las plantas. , se recomienda muestrear el n cada predio se deberán r; en cada planta revisar el abajo hacia arriba, por lo que e los pulgones es impráctico y cuando las colonias son 2015) de Texas A&M Agrilife la estimación del número de ina 2",https://www.gob.mx/cms/uploads/attachment/file/394239/Manejo_integrado_del_pulg_n_amarillo_del_sorgo_en_Tamaulipas.pdf
GC-0131,umbral_economico,accion_y_diagnostico,alta,100,scielo.org.mx,El género Bacillus como agente de control biológico y sus implicaciones en la bioseguridad agrícola,"El control biológico es una parte importante para el manejo de plagas y enfermedades, que consiste en la utilización de organismos vivos para reducir y mantener la abundancia de una plaga o un patógeno por debajo de los niveles de daño económico. El potencial de esta alternativa se fundamenta en un control eficiente de una plaga o enfermedad a mediano y largo plazo, compatible con un bajo riesgo ambiental, y una producción sustentable. Así, el manejo de plagas y enfermedades se puede llevar a cabo por varios métodos alternativos: el uso de plaguicidas sintéticos, cultivos genéticamente modificados resistentes a plagas, el control biológico, o bien la combinación de una o más de estas estrategias. Los bioplaguicidas son un grupo particular de herramientas de protección de cultivos utilizados en el MIPE, aunque no existe una definición formalmente para este término, un bioplaguicida hace referencia a un agente producido en masa a partir de un microorganismo vivo o un producto natural, y comercializado para el control de plagas o enfermedades de plantas (esta definición abarca la mayoría de los productos clasificados como bioplaguicidas, dentro de los países de la Organización de Cooperación y Desarrollo Económicos) ( OCDE, 2009 ). Los bioplaguicidas pueden ser clasificados en tres tipos, de acuerdo con la sustancia activa: i) productos bioquímicos, que comprenden principalmente metabolitos secundarios de plantas y microorganismos; ii) productos semi-químicos, constituidos principalmente por feromonas; y iii) microorganismos, incluyen bacterias, virus, hongos y protozoarios, ( Chandler et al ., 2011 ).",https://scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33092018000100095
GC-0132,umbral_economico,accion_y_diagnostico,alta,100,openknowledge.fao.org,Documento PDF,"Radícula: Raíz principal de la planta germ 83. Reticulación (cabeza): En larvas de lepid motas diminutas presentes en la capsula en pequeños grupos e incluso prese determinada 84. Riego de machaco o de pre-siembra: Rie terreno, con el objeto de suavizar el suel 85. Savia: Líquido nutritivo que circula dentr 86. Tórax: Segundo segmento del cuerpo de Consta de tres segmentos; porta los ap movimiento del individuo. Tubérculo setífero: Protuberancia redon ápice, mayormente en larvas de Lepidop 88. Trampa de melaza: Trampa en la cual azúcar, de olor dulce atrayente a ciertos 89. Trampa de oviposición: Trampa en la cua para la oviposición de ciertos insectos, p 90. Umbral de acción: Nivel poblacional d medida de control. Vértex: Región dorsal de la cabeza de los y posterior a la frente (área frontal de la c 181 ada. tera, pequeñas ornamentaciones a manera de fálica , estas máculas pueden estar dispuestas r patrones que caracterizan a una especie que se realiza previo a la siembra y al arado del ara su preparación. insecto, ubicado entre la cabeza y el abdomen. dices locomotores y su principal función es el da del integumento que porta una seta en el a. utiliza la melaza, subproducto de la caña de ectos. objetivo principal es brindar un lugar atractivo uras que luego serán destruidas. na plaga en la cual es necesario tomar una sectos que se ubica entre los ojos compuestos eza).",https://openknowledge.fao.org/server/api/core/bitstreams/518339ec-6cb9-4a3c-970f-82ca6d32328d/content
GC-0133,umbral_economico,accion_y_diagnostico,media-baja,100,gob.mx,Documento PDF,"Insecticidas más ef pulgón amarillo del sorgo en Insecticida Gru (nombre común) Imidacloprid* Neon Sulfoxaflor Sul Spirotetramat Ce Thiametoxam* Neon Flupyradifurone Bu *Prohibidos en algunos países po Para el control químic es importante considerar lo 1. Identificar correctamen otras especies de pulgo 2. Realizar muestreos pe parcela para determina 3. El control químico es la del pulgón amarillo un umbral económico (5 aplicaciones preventiva 4. Aplicar con mochila só encuentre al pulgón a “cañon” para cubrir la p 5. Aplicar con equipo terr si la infestación es unif 6. Si el agua es alcalina (buferizantes) para baj 7. Es indispensable el uso agua de al menos 200 50 L/ha en aplicaciones ivos para el control químico del maulipas. Dosis (g de ingrediente uímico activo/ha) tinoides 105 minas 12 noles 45 tinoides 125 olidos 40 us efectos nocivos en las abejas. del pulgón amarillo del sorgo, guiente: al PAS y no confundirlo con s ( , pag. 7) dicos (cada cinco días) en su l nivel de población del PAS. ltima opción para el combate vez que se ha alcanzado el pulgones/hoja). No realizar cuando aun no haya pulgones. en los manchones donde se arillo o utilizar equipos tipo iferia del predio. re o avión en toda la parcela me. utilizar agentes acidificantes el pH a 5.5-7.0. dispersantes y volúmenes de a en aplicaciones terrestres y éreas",https://www.gob.mx/cms/uploads/attachment/file/394239/Manejo_integrado_del_pulg_n_amarillo_del_sorgo_en_Tamaulipas.pdf
GC-0134,umbral_economico,accion_y_diagnostico,media-baja,100,biblioteca.usac.edu.gt,Documento PDF,"66 2.7.5 Verificación del cumplimiento de los s A. Normalidad de los residuos En base a lo observado en la , se infier de daño foliar nuevo, presentan una distribució debido a que, los cuantiles observados no enca representa a los cuantiles teóricos de una distri gráfico de la curva de densidad, se puede obser irregularidades de forma, esto debido a que, al e se observa en la parte del qq-plot, reflejan un i respecto a su media. Por lo tanto, en base a la e presentan un incumplimiento del supuesto de no de los datos a la distribución normal, la aplica confiable. Para poder aseverar de forma confiable estad realizar la prueba de Shapiro –Wilk modificado. Gráfico de qq-plot (izquierda) y grá variable porcentaje de daño nuevo ocasionad uestos del análisis de varianza ue los residuos de la variable porcentaje lejada de la distribución normal teórica, o se asemejan a la línea central la que ción normal. De la figura en la parte del que los extremos de la curva presentan tir datos atípicos en la distribución como rvalo de dispersión alto de los residuos dencia gráfica los residuos de la variable alidad. Al no aproximarse la distribución n del teorema central del límite no es camente tal argumento, se procedió a o de densidad observada (derecha) para la por larvas de Spodoptera frugiperda.",http://biblioteca.usac.edu.gt/tesis/01/01_3355.pdf
GC-0135,umbral_economico,accion_y_diagnostico,media-baja,100,biblioteca.usac.edu.gt,Documento PDF,"La aplicación se realizó de forma dirigid con la finalidad de que el producto fues larvas de Spodoptera (J.E. Forma de aplicación de los ag Las variables estudiadas fueron; densid Realizando el primer muestro 18 días de de 3 a 7 días. Los datos se anotaban en muestreo se observaban 10 plantas de de larvas vivas por cada planta, estiman a la perdida de área foliar y anotando s fitotoxicidad en función de la escala sug 4 Resultados y discusión La primera aplicación de Flubendiamide de la siembra del cultivo, evidentemente de Spodoptera frugiperda (J.E. Smith) su La segunda aplicación se realzó a los 3 la mayoría de plantas superaron el umb 121 acia el cogollo de la planta de maíz ( ), plicado al área foliar de donde se alimentan las químicos. larval, porcentaje de daño nuevo y fitotoxicidad. ués de la siembra y posteriormente en intervalos boleta que se presenta en la A. En cada da unidad experimental, contabilizando número el valor del porcentaje de daño nuevo respecto xistía algún síntoma visual que indicara posible da por la European Weed Research Society BELT® 48 SC) se realizó a los 18 días después e realizó debido a que las poblaciones de larvas raron el umbral de 0.20 larvas/planta ( ). ías después de la siembra cuando nuevamente",http://biblioteca.usac.edu.gt/tesis/01/01_3355.pdf
GC-0136,umbral_economico,accion_y_diagnostico,media-baja,100,gob.mx,Documento PDF,"Según Stern (1973) densidad de plagas que pr equivalente al costo del c insecticida, coadyuvantes, aplicación (aérea o terrestr para el control del pulgón $1000 pesos/ha, con un aplicación. El valor actual De esta manera, el costo pesos) se pagaría con 250 k promedio de pérdida de 5 ambos ciclos de estudio, en alcanzarían con 50 pulgon considerada como el umbra a los conceptos de Stern (1 debe de iniciarse el combat económicas. 5000 ) a h 4000 / g k ( o 3000 t n e im 2000 id n 1000 e R 0 0 200 Núm Modelo de regresió de pulgones (x) y rendimiento PV 2015. el umbral económico es la ocaría una pérdida económica rol. Dependiendo del tipo de ejoradores del pH, costo de la y del muestreo, el costo total ría actualmente entre $500 y omedio de $750 pesos por sorgo es de $2,970 pesos/t. medio de la aplicación ($750 ha de sorgo. Considerando un /ha por cada pulgón/hoja en nces los 250 kg de pérdida se hoja, densidad que debe ser conómico del PAS de acuerdo 3). Al alcanzar esta densidad, e la plaga para evitar pérdidas y = -4.315x + 3988 R² = 0.873 0 600 800 1000 de pulgones/hoja neal entre las variables densidad l sorgo (y)",https://www.gob.mx/cms/uploads/attachment/file/394239/Manejo_integrado_del_pulg_n_amarillo_del_sorgo_en_Tamaulipas.pdf
GC-0137,umbral_economico,accionable,media-baja,100,bdigital.zamorano.edu,Documento PDF,"-1 postrera se encuentra mayor debido a la disponibilidad sobrevivir. Al igual que c resultados económicos se obtie el riego y sembrar en postr definido estadísticamente de varibles económicas se observó lO-lO% a dar los mejores resu El tratamiento 30-60% es riesgo, obteniendo los mayore casos. No fue posible determina metodología de función de res se encontró una correlación s rendimiento. Probablemente está suficientemente refinado infestación aumenta, el coef por consiguiente el tamañ disminuye. Después de 20% de 92 plantas en 23 sitios de datos de muestreo confiables. tamaño de muestra óptimo se co abajo de ese porcentaje el da para merecer control. 0- ntidad de enemigos naturales medios que necesitan para el rendimiento, los mejores n al usar la variedad 11Sudán11 , a. Aunque no hay un efecto os niveles críticos sobre las na tendencia del nivel crítico ados. l que protege mejor contra el beneficios netos en los peores n nivel crítico óptimo bajo la esta en producción, ya que no nificativa entre infestación y sistema de muestreo usado no A medida que el porcentaje de ente de variación disminuye y de muestra óptimo también nfestación se pueden utilizar plantas cada uno para obtener Abajo de 20% de infestación, el vierte en algo impráctico, pero de cogollero no es importante",https://bdigital.zamorano.edu/server/api/core/bitstreams/38798ee1-473d-4756-a756-ecc1212095b9/content
